response_latest_time,post_title,post_url,author_name,author_url,response_count
2022-02-27 10:45:00,无中介租房👗 个人出租 / 转租 / 找室友 & 求租可进,https://www.douban.com/group/topic/261090637/,蓝朋友,https://www.douban.com/people/249097042/,0
2022-02-23 14:06:00,💎 房东直租郡，个人求租，转租郡 💎,https://www.douban.com/group/topic/260788573/,豆友248945442,https://www.douban.com/people/248945442/,3
2022-02-16 20:36:00,💗地铁站口，1600/🈷，包水电网，有厨房，拎包入住，月付。干净利落。🌹,https://www.douban.com/group/topic/260234077/,少吃点豆豆,https://www.douban.com/people/237549684/,23
2022-03-09 21:01:00,个人求租呼家楼/东大桥整租两居,https://www.douban.com/group/topic/261934019/,随风,https://www.douban.com/people/240590720/,0
2022-03-09 21:01:00,北京房山长阳地铁站康泽佳苑租房,https://www.douban.com/group/topic/261933992/,沉淀,https://www.douban.com/people/179649442/,0
2022-03-09 21:00:00,传媒大学北花园小区转租,https://www.douban.com/group/topic/261933949/,小傻瓜,https://www.douban.com/people/175078905/,0
2022-03-09 20:59:00,5号线 北苑路北 龙湖地产高速路口旁来北家园  正规两居室 无中介费无服务费 需要联系18518167102同微,https://www.douban.com/group/topic/261933899/,北京的蓝天空,https://www.douban.com/people/248821851/,0
2022-03-09 20:58:00,1号线传媒大学附近天泰北双苑小区大开间招合租室友1200,https://www.douban.com/group/topic/261933790/,后知后觉,https://www.douban.com/people/236150348/,1
2022-03-09 20:55:00,丰台大井 次卧求室友仅限女生,https://www.douban.com/group/topic/261933535/,皮皮是捣蛋鬼,https://www.douban.com/people/235816041/,0
2022-03-09 20:51:00,30分钟地铁国贸cbd 1号线 主卧阳台 果园地铁 民水民电 步行5分钟 一月2200,https://www.douban.com/group/topic/261933254/,阿进,https://www.douban.com/people/245900902/,0
2022-03-09 20:51:00,7号线广渠门内/出租一张上铺床位/1000元押一付三/家具家电齐全/急租限男生,https://www.douban.com/group/topic/261933251/,ExtremeWays,https://www.douban.com/people/229219522/,1
2022-03-09 20:51:00,求租双桥双惠苑两居室（非一楼） 两个女生整租。,https://www.douban.com/group/topic/261933225/,幽幽。。,https://www.douban.com/people/234309270/,0
2022-03-09 20:50:00,霍营地铁口，13号线8号线，龙跃苑三区，超大主卧阳台2900，2家用一个卫生间.次卧2200联系15110017567,https://www.douban.com/group/topic/261933176/,豆友250724352,https://www.douban.com/people/250724352/,0
2022-03-09 20:49:00,转租方庄南路18号院主卧月租2800,https://www.douban.com/group/topic/261933108/,我行我速**,https://www.douban.com/people/61889337/,0
2022-03-09 20:49:00,好房，五道口,https://www.douban.com/group/topic/261933080/,木白,https://www.douban.com/people/sy259110/,0
2022-03-09 20:46:00,求整租 8号线霍营或回龙观东大街地铁站附近两居,https://www.douban.com/group/topic/261932849/,李半仙儿 🍀,https://www.douban.com/people/231314178/,0
2022-03-09 20:45:00,霍营回龙观13号线八号线附近小区次卧，主卧，主卧独卫精装修家电，家具齐全，拎包入住，集中供暖，同微15801499300,https://www.douban.com/group/topic/261932814/,Ai,https://www.douban.com/people/254102368/,0
2022-03-09 20:45:00,求租一居室，丰台，夫妻，无宠物，无小孩,https://www.douban.com/group/topic/261932740/,粉,https://www.douban.com/people/188365740/,0
2022-03-09 20:44:00,求租传媒大学附近的一居室或两居室,https://www.douban.com/group/topic/261932674/,王起起,https://www.douban.com/people/188414060/,1
2022-03-09 20:44:00,急租！宋家庄！！！个人房源！！！精装修正规两居室！价格不高！可整租分租！中介勿扰！！非诚勿扰！！！,https://www.douban.com/group/topic/261932663/,五位数！！！,https://www.douban.com/people/nice555/,0
2022-03-09 20:43:00,常营北京新天地主卧带卫生间转租,https://www.douban.com/group/topic/261932647/,烈日骄阳,https://www.douban.com/people/209463830/,0
2022-03-09 20:43:00,大兴 四号线地铁 次卧 房东直租 确保无中介费,https://www.douban.com/group/topic/261932596/,最终幻想,https://www.douban.com/people/finalfantasy007/,0
2022-03-09 20:43:00,6号线杨庄站，石景山区苹果园一区28号楼，朝南卧室2200,https://www.douban.com/group/topic/261932590/,小橙子,https://www.douban.com/people/254283668/,1
2022-03-09 20:42:00,，,https://www.douban.com/group/topic/261932583/,穷哈哈 你叉叉,https://www.douban.com/people/JW1352000/,0
2022-03-09 20:42:00,六号线北京像素小开间独厨独卫，朝南精装装修，独立空间3000多多就能享受开间的感觉，步行5分钟到地铁，没有中介费服务费手慢拍大腿！,https://www.douban.com/group/topic/261932558/,澜港娃娃,https://www.douban.com/people/235258336/,0
2022-03-09 20:42:00,求租 整租 直租找弘善家园 潘家园南里 华威西里 嘉禾园 附近两居室,https://www.douban.com/group/topic/261932552/,PANDA,https://www.douban.com/people/253774163/,2
2022-03-09 20:41:00,房东直租，4号线陶然亭地铁站50米，月租3000,https://www.douban.com/group/topic/261932489/,似水流年,https://www.douban.com/people/239477246/,1
2022-03-09 20:40:00,北苑附近求租一居室，（目前看好乐想汇和华贸城）要求房间明亮干净，预算5000上下,https://www.douban.com/group/topic/261932424/,0,https://www.douban.com/people/163746404/,2
2022-03-09 20:38:00,八通线  七号线 主次卧 独卫 1500-2500随时看房 全部精装现房 实图拍摄,https://www.douban.com/group/topic/261932274/,逆夏,https://www.douban.com/people/252125612/,0
2022-03-09 20:37:00,六里桥地铁站25平主卧招租（男女不限）,https://www.douban.com/group/topic/261932189/,豆友225788193,https://www.douban.com/people/225788193/,1
2022-03-09 20:37:00,13号线立水桥求租,https://www.douban.com/group/topic/261932154/,lovelife,https://www.douban.com/people/sn20220304/,0
2022-03-09 20:36:00,物资学院地铁 主卧飘窗蛋壳装修 南向，三家全女，2200💰步行五分钟到地铁 看房咨询；18510443699,https://www.douban.com/group/topic/261932090/,小小闫,https://www.douban.com/people/250161916/,0
2022-03-09 20:30:00,【房东直租】北京像素主卧2300/月，中介勿扰！,https://www.douban.com/group/topic/261931675/,豆友214943186,https://www.douban.com/people/214943186/,0
2022-03-09 20:28:00,北沙滩地铁站步行十分钟二居室次卧招租(限女生),https://www.douban.com/group/topic/261931507/,贰熊,https://www.douban.com/people/192343992/,0
2022-03-09 20:27:00,个人出租13号线龙泽地铁站 新龙城小区主卧独卫和朝南次卧，主卧独卫随时可以入住 落地窗 朝南次卧月底可以入住 能看房，13121317850,https://www.douban.com/group/topic/261931418/,想有钱.,https://www.douban.com/people/251378518/,0
2022-03-09 20:25:00,走路十分钟到国贸7/10号线双井地铁站乐成旁边 百环家园 南向精致三家合租主卧独卫带阳台 有小客厅 蛋壳装修 可付一  无中介费 直租 直租,https://www.douban.com/group/topic/261931301/,1,https://www.douban.com/people/254122873/,0
2022-03-09 20:25:00,小西天索家坟文慧园枫蓝国际附近红联南村南北通透精装修两居室，黄金楼层，门口公交站，交通便利业主签约，详询15117917102,https://www.douban.com/group/topic/261931276/,豆友242736437,https://www.douban.com/people/242736437/,0
