response_latest_time,post_title,post_url,author_name,author_url,response_count
2022-03-06 11:23:00,【已精选」】14套房东出租房,https://www.douban.com/group/topic/261658890/,草原,https://www.douban.com/people/lcaoyuan/,0
2022-02-14 09:56:00,为想快速出租或求租房屋置顶！,https://www.douban.com/group/topic/260006887/,草原,https://www.douban.com/people/lcaoyuan/,0
2022-03-09 21:56:00,蓟门里双朝南带阳台两室一厅一厨一卫，无中介费,https://www.douban.com/group/topic/261938705/,苏迪OO,https://www.douban.com/people/199051444/,0
2022-03-09 21:56:00,西罗园南里小区,https://www.douban.com/group/topic/261938691/,Henry,https://www.douban.com/people/200611396/,0
2022-03-09 21:55:00,6号线。 黄渠 地铁站。民族N区小区  没有中介费。没有服务费。 租金可以月付。民水民电,https://www.douban.com/group/topic/261938635/,宋先生°,https://www.douban.com/people/235606226/,0
2022-03-09 21:53:00,通州北苑两居室次卧转租-1500元-限男,https://www.douban.com/group/topic/261938461/,huahua,https://www.douban.com/people/171746820/,0
2022-03-09 21:47:00,朝阳六号线草房｜朝南主卧｜个人直租,https://www.douban.com/group/topic/261937924/,葵妞,https://www.douban.com/people/4087306/,0
2022-03-09 21:46:00,出租四号线义和庄地铁站恒大未来城小区一居室全齐3300，没有中介费，没有服务费，可随时看房看房随时入住，看房可备注豆瓣谢谢,https://www.douban.com/group/topic/261937916/,🐚🐚🐚,https://www.douban.com/people/216317861/,1
2022-03-09 21:43:00,回龙观正规3居房主直租,https://www.douban.com/group/topic/261937647/,miaomiao,https://www.douban.com/people/242317557/,0
2022-03-09 21:42:00,东直门东四十条附近海运仓单间出租 2700-3300，随时入住 需要的朋友可微信联系我看房13167566798,https://www.douban.com/group/topic/261937579/,租房豆瓣,https://www.douban.com/people/244164961/,0
2022-03-09 21:39:00,六号线物资学院站，物资学院3号院三户合租次卧1900就可以租，主卧一个小姐姐，距离地铁步行5分钟，小区里面一条美食节！没有中介费，手慢无,https://www.douban.com/group/topic/261937277/,澜港Zerosir,https://www.douban.com/people/231410585/,0
2022-03-09 21:37:00,6号线地铁400米，个人直租精装开间，独立厨卫，家电齐全随时看房入住,https://www.douban.com/group/topic/261937129/,王闯,https://www.douban.com/people/211056941/,0
2022-03-09 21:36:00,朝阳东坝，正规一居室，56平米，3600转租。,https://www.douban.com/group/topic/261937053/,Jackie,https://www.douban.com/people/157711005/,0
2022-03-09 21:35:00,个人转租 果园地铁新华联家园北区,https://www.douban.com/group/topic/261936920/,Amiee 徐,https://www.douban.com/people/180433077/,0
2022-03-09 21:35:00,个人转租4号线西红门正规主卧2300次卧1800三家合租离地铁很近没有中介费和房东直签的,https://www.douban.com/group/topic/261936898/,豆友220214636,https://www.douban.com/people/220214636/,0
2022-03-09 21:33:00,10号线双井朝南主卧出租，价格可谈,https://www.douban.com/group/topic/261936696/,张子濠,https://www.douban.com/people/249554616/,0
2022-03-09 21:28:00,房主直租  近地铁1号线玉泉路站 翠谷玉景苑 98平5800元,https://www.douban.com/group/topic/261936294/,西红柿,https://www.douban.com/people/156852344/,0
2022-03-09 21:28:00,8/13号线霍营地铁附近正规主卧独卫出租，个人房源非中介,https://www.douban.com/group/topic/261936287/,super ficial,https://www.douban.com/people/227611903/,0
2022-03-09 21:27:00,房东直租二号线附近精装三居中的带阳台大房间,https://www.douban.com/group/topic/261936225/,周一下午,https://www.douban.com/people/225343700/,0
2022-03-09 21:24:00,个人转丰台区14号线两居中的次卧,https://www.douban.com/group/topic/261935958/,哒哒哒！,https://www.douban.com/people/185677299/,3
2022-03-09 21:19:00,西三旗桥龙兴园南区转租,https://www.douban.com/group/topic/261935527/,日拱一卒,https://www.douban.com/people/98324428/,0
2022-03-09 21:18:00,来广营，善各庄转租两居,https://www.douban.com/group/topic/261935461/,图南,https://www.douban.com/people/188929846/,0
2022-03-09 21:17:00,蒲黄榆刘家窑附近 两居室朝南次卧转租,https://www.douban.com/group/topic/261935367/,绝代风华,https://www.douban.com/people/55312542/,0
2022-03-09 21:09:00,房东直租-西城广外近金融街月坛 7号线达官营2200次卧（实拍）,https://www.douban.com/group/topic/261934677/,Mint,https://www.douban.com/people/38469352/,0
2022-03-09 21:08:00,16号线 马连洼 柳浪家园 临近百度 腾讯 联想 三户合租 朝南主卧带阳台  精装修 现房随时看房入住v13102870155,https://www.douban.com/group/topic/261934595/,巨石,https://www.douban.com/people/245483753/,0
2022-03-09 21:05:00,5/6号线东四站 东四三条胡同正规一居室5200每月 南北向整体精装全家电随时看房 微信13621377639,https://www.douban.com/group/topic/261934303/,leo,https://www.douban.com/people/213826459/,0
