response_latest_time,post_title,post_url,author_name,author_url,response_count
2022-03-06 11:23:00,【已精选」】14套房东出租房,https://www.douban.com/group/topic/261658890/,草原,https://www.douban.com/people/lcaoyuan/,0
2022-02-14 09:56:00,为想快速出租或求租房屋置顶！,https://www.douban.com/group/topic/260006887/,草原,https://www.douban.com/people/lcaoyuan/,0
2022-03-09 21:19:00,西三旗桥龙兴园南区转租,https://www.douban.com/group/topic/261935527/,日拱一卒,https://www.douban.com/people/98324428/,0
2022-03-09 21:18:00,来广营，善各庄转租两居,https://www.douban.com/group/topic/261935461/,图南,https://www.douban.com/people/188929846/,0
2022-03-09 21:17:00,蒲黄榆刘家窑附近 两居室朝南次卧转租,https://www.douban.com/group/topic/261935367/,绝代风华,https://www.douban.com/people/55312542/,0
2022-03-09 21:09:00,房东直租-西城广外近金融街月坛 7号线达官营2200次卧（实拍）,https://www.douban.com/group/topic/261934677/,Mint,https://www.douban.com/people/38469352/,0
2022-03-09 21:08:00,16号线 马连洼 柳浪家园 临近百度 腾讯 联想 三户合租 朝南主卧带阳台  精装修 现房随时看房入住v13102870155,https://www.douban.com/group/topic/261934595/,巨石,https://www.douban.com/people/245483753/,0
2022-03-09 21:05:00,5/6号线东四站 东四三条胡同正规一居室5200每月 南北向整体精装全家电随时看房 微信13621377639,https://www.douban.com/group/topic/261934303/,leo,https://www.douban.com/people/213826459/,0
2022-03-09 21:00:00,房东直租，4号线陶然亭地铁站50米，月租3000,https://www.douban.com/group/topic/261933938/,似水流年,https://www.douban.com/people/239477246/,0
2022-03-09 20:56:00,北苑附近求租一居室，（目前看好乐想汇和华贸城）要求房间明亮干净，预算5000上下,https://www.douban.com/group/topic/261933610/,0,https://www.douban.com/people/163746404/,0
2022-03-09 20:52:00,30分钟地铁国贸cbd 1号线 主卧阳台 果园地铁 民水民电 步行5分钟 一月2200,https://www.douban.com/group/topic/261933297/,阿进,https://www.douban.com/people/245900902/,0
2022-03-09 20:48:00,【求租】求房东个人直租的地铁霍营站附近三居室，预算6500以内，四月底五月初起租,https://www.douban.com/group/topic/261933029/,一朵春花,https://www.douban.com/people/167209309/,0
2022-03-09 20:44:00,大兴 四号线地铁 次卧 房东直租 确保无中介费,https://www.douban.com/group/topic/261932702/,最终幻想,https://www.douban.com/people/finalfantasy007/,0
2022-03-09 20:39:00,房东出租,https://www.douban.com/group/topic/261932361/,丫丫,https://www.douban.com/people/225892128/,0
2022-03-09 20:39:00,无中介费，一号线，八角地铁口，二层1900元，老山西里,https://www.douban.com/group/topic/261932320/,难得一见,https://www.douban.com/people/250053823/,0
2022-03-09 20:36:00,立水桥求租房,https://www.douban.com/group/topic/261932135/,lovelife,https://www.douban.com/people/sn20220304/,0
2022-03-09 20:28:00,丽泽商务区六里桥地铁站保利百合花园2居出租,https://www.douban.com/group/topic/261931526/,羊驼是白色的,https://www.douban.com/people/214090351/,0
2022-03-09 20:19:00,15号线国展，民用水电天然气，朝南大主卧2800，到望京十几分钟，微15226806917,https://www.douban.com/group/topic/261930784/,小小亮子,https://www.douban.com/people/234599943/,0
2022-03-09 20:16:00,出租！！五道口六道口地铁站附近大学周边精装好房！整租分租都可以！,https://www.douban.com/group/topic/261930615/,阿牛,https://www.douban.com/people/254494080/,0
2022-03-09 20:16:00,朝阳大悦城附近，个人转租无中介费，押一付二2400,https://www.douban.com/group/topic/261930577/,洛菲菲,https://www.douban.com/people/176564081/,2
2022-03-09 20:15:00,六号线地铁青年路站朝阳大悦城附近三居中正规次卧出租,https://www.douban.com/group/topic/261930503/,miamicoool,https://www.douban.com/people/153065214/,2
2022-03-09 20:13:00,十号线丰台站两居室精装修次卧出租,https://www.douban.com/group/topic/261930277/,奥瓜,https://www.douban.com/people/3832606/,0
2022-03-09 20:08:00,房东阿姨直租 单间带独立卫生间厨房 地铁4/16号线 月租2500元,https://www.douban.com/group/topic/261929945/,然豆奶奶,https://www.douban.com/people/207391321/,0
2022-03-09 20:03:00,求租团结湖呼家楼附近，整租2居，5000左右,https://www.douban.com/group/topic/261929534/,为伊买醉,https://www.douban.com/people/weiyimaizui/,0
2022-03-09 20:02:00,15号线石门，民用水电天然气，三居室，可以整租可以合租，到地铁十分钟，周边设施配套很全面，随时可以入住微15226806917,https://www.douban.com/group/topic/261929463/,桃花下浅酌,https://www.douban.com/people/97931692/,0
2022-03-09 20:01:00,昌平求租房东2居室  中介勿扰,https://www.douban.com/group/topic/261929414/,Rick,https://www.douban.com/people/219259427/,0
2022-03-09 19:57:00,求四惠东-通惠大厦附近一居室,https://www.douban.com/group/topic/261929083/,咸芋圆,https://www.douban.com/people/189653548/,0
