response_latest_time,post_title,post_url,author_name,author_url,response_count
2022-02-27 10:45:00,无中介租房👗 个人出租 / 转租 / 找室友 & 求租可进,https://www.douban.com/group/topic/261090637/,蓝朋友,https://www.douban.com/people/249097042/,0
2022-02-23 14:06:00,💎 房东直租郡，个人求租，转租郡 💎,https://www.douban.com/group/topic/260788573/,豆友248945442,https://www.douban.com/people/248945442/,3
2022-02-16 20:36:00,💗地铁站口，1600/🈷，包水电网，有厨房，拎包入住，月付。干净利落。🌹,https://www.douban.com/group/topic/260234077/,少吃点豆豆,https://www.douban.com/people/237549684/,23
2022-03-09 21:14:00,融泽嘉园转租,https://www.douban.com/group/topic/261935101/,豆豆妈粉,https://www.douban.com/people/218841910/,0
2022-03-09 21:13:00,朝阳大悦城附近次卧，和房东租,https://www.douban.com/group/topic/261934954/,蹦不动的兔子🐰,https://www.douban.com/people/237084554/,1
2022-03-09 21:12:00,无广角拍摄  5/6号线东四站 东四三条胡同一居5200每月随时可用 微信13269932512,https://www.douban.com/group/topic/261934927/,豆友228994871,https://www.douban.com/people/228994871/,0
2022-03-09 21:12:00,蒲黄榆刘家窑附近 两居室朝南次卧转租,https://www.douban.com/group/topic/261934925/,绝代风华,https://www.douban.com/people/55312542/,0
2022-03-09 21:11:00,转租7号线郎辛庄地铁边上一居室3500押一付一,https://www.douban.com/group/topic/261934816/,烤大虾来十只,https://www.douban.com/people/140420048/,0
2022-03-09 21:10:00,望京全女生合租 客厅单人床1800/月 14号线阜通 金隅丽港城,https://www.douban.com/group/topic/261934765/,飞行的棉花糖,https://www.douban.com/people/137072908/,0
2022-03-09 21:10:00,10号线潘家园站三室一厅次卧2400房东直租,https://www.douban.com/group/topic/261934761/,薄荷,https://www.douban.com/people/230269974/,0
2022-03-09 21:10:00,6号线草房地铁口，精装独厨独卫小开间，近地铁，没有中介费，民水民电，包物业取暖。随时看房。,https://www.douban.com/group/topic/261934704/,玛卡巴卡,https://www.douban.com/people/249587029/,2
2022-03-09 21:10:00,4/19双线地铁站新宫附近300米，精装次卧，价格1900，民水民电，房东直租，可办理居住证，可养宠物，采光极好。,https://www.douban.com/group/topic/261934692/,Ann。,https://www.douban.com/people/79977070/,0
2022-03-09 21:09:00,四号线新宫主卧朝南出租！主卧2500次卧1950可月付，无中介服务费，精装修，可养猫！,https://www.douban.com/group/topic/261934635/,菲,https://www.douban.com/people/254193637/,0
2022-03-09 21:09:00,地铁1号玉泉路站附近翠谷玉景2居室98平5800元,https://www.douban.com/group/topic/261934630/,西红柿,https://www.douban.com/people/156852344/,0
2022-03-09 21:08:00,六号线草房站，步行5分钟至连心园东区，电梯房，超大30平精装修主卧阳台！三户合租，次卧小姐姐爱干净，没有中介费包物业取暖！手慢拍大腿！,https://www.douban.com/group/topic/261934597/,假如_给我一颗糖,https://www.douban.com/people/236220460/,1
2022-03-09 21:04:00,求租融泽嘉园两居中的一间,https://www.douban.com/group/topic/261934264/,牙白且齐Chiyo,https://www.douban.com/people/74180597/,0
2022-03-09 21:02:00,天通苑北二区 房东直租,https://www.douban.com/group/topic/261934114/,浮浮沉沉,https://www.douban.com/people/236381186/,0
2022-03-09 21:01:00,个人求租呼家楼/东大桥整租两居,https://www.douban.com/group/topic/261934019/,随风,https://www.douban.com/people/240590720/,1
2022-03-09 21:01:00,北京房山长阳地铁站康泽佳苑租房,https://www.douban.com/group/topic/261933992/,沉淀,https://www.douban.com/people/179649442/,0
2022-03-09 21:00:00,传媒大学北花园小区转租,https://www.douban.com/group/topic/261933949/,小傻瓜,https://www.douban.com/people/175078905/,0
2022-03-09 20:59:00,5号线 北苑路北 龙湖地产高速路口旁来北家园  正规两居室 无中介费无服务费 需要联系18518167102同微,https://www.douban.com/group/topic/261933899/,北京的蓝天空,https://www.douban.com/people/248821851/,0
2022-03-09 20:58:00,1号线传媒大学附近天泰北双苑小区大开间招合租室友1200,https://www.douban.com/group/topic/261933790/,后知后觉,https://www.douban.com/people/236150348/,2
2022-03-09 20:55:00,丰台大井 次卧求室友仅限女生,https://www.douban.com/group/topic/261933535/,皮皮是捣蛋鬼,https://www.douban.com/people/235816041/,0
2022-03-09 20:51:00,30分钟地铁国贸cbd 1号线 主卧阳台 果园地铁 民水民电 步行5分钟 一月2200,https://www.douban.com/group/topic/261933254/,阿进,https://www.douban.com/people/245900902/,0
2022-03-09 20:51:00,7号线广渠门内/出租一张上铺床位/1000元押一付三/家具家电齐全/急租限男生,https://www.douban.com/group/topic/261933251/,ExtremeWays,https://www.douban.com/people/229219522/,2
2022-03-09 20:51:00,求租双桥双惠苑两居室（非一楼） 两个女生整租。,https://www.douban.com/group/topic/261933225/,幽幽。。,https://www.douban.com/people/234309270/,0
2022-03-09 20:50:00,霍营地铁口，13号线8号线，龙跃苑三区，超大主卧阳台2900，2家用一个卫生间.次卧2200联系15110017567,https://www.douban.com/group/topic/261933176/,豆友250724352,https://www.douban.com/people/250724352/,0
2022-03-09 20:49:00,转租方庄南路18号院主卧月租2800,https://www.douban.com/group/topic/261933108/,我行我速**,https://www.douban.com/people/61889337/,0
2022-03-09 20:49:00,好房，五道口,https://www.douban.com/group/topic/261933080/,木白,https://www.douban.com/people/sy259110/,0
2022-03-09 20:46:00,求整租 8号线霍营或回龙观东大街地铁站附近两居,https://www.douban.com/group/topic/261932849/,李半仙儿 🍀,https://www.douban.com/people/231314178/,0
2022-03-09 20:45:00,霍营回龙观13号线八号线附近小区次卧，主卧，主卧独卫精装修家电，家具齐全，拎包入住，集中供暖，同微15801499300,https://www.douban.com/group/topic/261932814/,Ai,https://www.douban.com/people/254102368/,0
2022-03-09 20:45:00,求租一居室，丰台，夫妻，无宠物，无小孩,https://www.douban.com/group/topic/261932740/,粉,https://www.douban.com/people/188365740/,0
2022-03-09 20:44:00,求租传媒大学附近的一居室或两居室,https://www.douban.com/group/topic/261932674/,王起起,https://www.douban.com/people/188414060/,1
2022-03-09 20:44:00,急租！宋家庄！！！个人房源！！！精装修正规两居室！价格不高！可整租分租！中介勿扰！！非诚勿扰！！！,https://www.douban.com/group/topic/261932663/,五位数！！！,https://www.douban.com/people/nice555/,0
2022-03-09 20:43:00,常营北京新天地主卧带卫生间转租,https://www.douban.com/group/topic/261932647/,烈日骄阳,https://www.douban.com/people/209463830/,0
2022-03-09 20:43:00,大兴 四号线地铁 次卧 房东直租 确保无中介费,https://www.douban.com/group/topic/261932596/,最终幻想,https://www.douban.com/people/finalfantasy007/,0
2022-03-09 20:43:00,6号线杨庄站，石景山区苹果园一区28号楼，朝南卧室2200,https://www.douban.com/group/topic/261932590/,小橙子,https://www.douban.com/people/254283668/,4
2022-03-09 20:42:00,，,https://www.douban.com/group/topic/261932583/,穷哈哈 你叉叉,https://www.douban.com/people/JW1352000/,0
